order_id,order_date,hold_start,hold_end,hold_duration_hours,hold_status,hold_reason,root_cause,resolution_action,business_unit,region,sub_region,customer_name,product_line,currency,order_value,sales_rep,priority
SO-2026-HK-00228,2026-01-03,2026-01-03 00:55:00,2026-01-04 07:29:00,30.6,Resolved,Discount Approval Pending,Discount exceeds threshold,Auto-approved after escalation,Data Center,APAC,Hong Kong,MSI Computer Hong Kong,Tesla/A100,HKD,563539,Yuki Tanaka,Urgent
SO-2025-HK-00229,2025-12-20,2025-12-20 04:25:00,2025-12-21 15:06:00,34.7,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Automotive,APAC,Hong Kong,MSI Computer Hong Kong,DRIVE,HKD,5498521,Raj Patel,Standard
SO-2026-EU-00230,2026-01-04,2026-01-04 07:38:00,2026-01-04 22:06:00,14.5,Resolved,Missing Price List,BU price list not uploaded,Price list uploaded by BU team,Gaming,EMEA,UK,ARM Holdings UK,GeForce RTX,GBP,181267,Pierre Durand,Standard
SO-2026-US-00231,2026-01-28,2026-01-28 02:08:00,,65.1,Escalated,Missing Price List,New product not in system,,Data Center,Americas,Canada,Shopify Canada,HGX,CAD,1126627,Michael Wong,Urgent
SO-2025-US-00232,2025-10-31,2025-10-31 07:54:00,2025-10-31 12:31:00,4.6,Resolved,Customer Master Data Incomplete,Missing billing address,Credit approved,Professional Visualization,Americas,Brazil,Embraer SA,Quadro,BRL,62473,Lisa Anderson,Urgent
SO-2025-US-00233,2025-12-20,2025-12-20 03:08:00,2025-12-20 13:59:00,10.9,Resolved,Missing Price List,BU price list not uploaded,Price list uploaded by BU team,Gaming,Americas,Canada,BlackBerry QNX,GeForce RTX,CAD,67222,Yuki Tanaka,Standard
SO-2025-US-00234,2025-11-30,2025-11-30 03:43:00,2025-11-30 20:18:00,16.6,Resolved,Missing Price List,New product not in system,Manual price entry,Automotive,Americas,US East,Microsoft Azure,DRIVE,USD,1365372,Priya Sharma,Standard
SO-2026-EU-00235,2026-01-16,2026-01-16 04:38:00,2026-01-20 02:11:00,93.6,Resolved,Customer Master Data Incomplete,Credit check pending,Credit approved,Gaming,EMEA,France,Dassault Systemes France,GeForce RTX,EUR,81190,Kevin Park,Critical
SO-2026-US-00236,2026-01-15,2026-01-15 06:07:00,2026-01-15 16:55:00,10.8,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Data Center,Americas,US West,Tesla Inc,DGX,USD,1076786,Anna Mueller,Critical
SO-2025-HK-00237,2025-11-23,2025-11-23 03:38:00,2025-11-23 08:46:00,5.1,Resolved,Missing Price List,BU price list not uploaded,Escalated to product management,Automotive,APAC,Japan,Dell Technologies Japan,DRIVE,JPY,931201,Anna Mueller,Standard
SO-2025-EU-00238,2025-11-06,2025-11-06 07:20:00,2025-11-07 07:11:00,23.8,Resolved,Expired Quote,Customer delayed PO,Original price honored,Professional Visualization,EMEA,UK,ARM Holdings UK,Quadro,GBP,127150,Michael Wong,Standard
SO-2025-HK-00239,2025-12-02,2025-12-02 00:57:00,,56.2,Escalated,System Error,Duplicate order entry,,Data Center,APAC,Japan,Dell Technologies Japan,DGX,JPY,343219,John Smith,Urgent
SO-2025-US-00240,2025-12-06,2025-12-06 07:33:00,,62.2,Open,Discount Approval Pending,Approver out of office,,Professional Visualization,Americas,Canada,BlackBerry QNX,Quadro,CAD,158755,Emily Zhang,Critical
SO-2025-HK-00241,2025-12-05,2025-12-05 03:43:00,2025-12-05 18:10:00,14.5,Resolved,Missing Price List,New product not in system,Price list uploaded by BU team,Gaming,APAC,India,Tata Consultancy Services India,GeForce RTX,INR,48530,Kevin Park,Standard
SO-2026-EU-00242,2026-01-30,2026-01-30 03:04:00,2026-01-30 12:50:00,9.8,Resolved,Customer Master Data Incomplete,Missing billing address,Customer contacted for info,Professional Visualization,EMEA,UK,BAE Systems UK,Quadro,GBP,191653,Michael Wong,Urgent
SO-2025-EU-00243,2025-12-14,2025-12-14 04:49:00,2025-12-15 22:14:00,41.4,Resolved,Regional Price Override Required,Country-specific pricing not configured,Standard pricing applied,Data Center,EMEA,France,Renault Group,Tesla/A100,EUR,980687,Robert Johnson,Standard
SO-2025-US-00244,2025-11-23,2025-11-23 00:44:00,2025-11-24 01:36:00,24.9,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,Data Center,Americas,Canada,BlackBerry QNX,DGX,CAD,531161,Thomas Fischer,Standard
SO-2025-US-00245,2025-11-23,2025-11-23 01:04:00,2025-11-23 19:30:00,18.4,Resolved,Expired Quote,Price increase since quote,Quote reissued,Professional Visualization,Americas,US East,Microsoft Azure,Quadro,USD,218737,Anna Mueller,Standard
SO-2025-EU-00246,2025-10-14,2025-10-14 06:40:00,2025-10-14 12:56:00,6.3,Resolved,Discount Approval Pending,Discount exceeds threshold,Auto-approved after escalation,Professional Visualization,EMEA,France,Renault Group,Quadro,EUR,134651,Priya Sharma,Critical
SO-2025-EU-00247,2025-10-20,2025-10-20 07:47:00,2025-10-20 18:54:00,11.1,Resolved,Missing Price List,Price list version expired,Manual price entry,Gaming,EMEA,France,Dassault Systemes France,GeForce RTX,EUR,75692,Maria Garcia,Urgent
SO-2026-HK-00248,2026-01-08,2026-01-08 03:47:00,2026-01-09 17:18:00,37.5,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Regional price approved,Gaming,APAC,India,Tata Consultancy Services India,GeForce RTX,INR,93910,David Liu,Standard
SO-2025-HK-00249,2025-12-19,2025-12-19 02:09:00,,42.9,Escalated,Regional Price Override Required,Competitive bid requires special pricing,,Professional Visualization,APAC,Korea,LG Electronics Korea,Quadro,KRW,201247,Sarah Kim,Standard
SO-2025-US-00250,2025-11-26,2025-11-26 02:51:00,,48.7,Open,Missing Price List,New product not in system,,Gaming,Americas,Brazil,Petrobras Brazil,GeForce RTX,BRL,153527,Kevin Park,Critical
SO-2025-HK-00251,2025-10-15,2025-10-15 02:48:00,2025-10-15 10:43:00,7.9,Resolved,Customer Master Data Incomplete,New customer not set up in SAP,Customer data updated,Data Center,APAC,India,Infosys Technologies,HGX,INR,649120,Emily Zhang,Critical
SO-2025-HK-00252,2025-12-25,2025-12-25 01:29:00,,37.8,Escalated,Regional Price Override Required,Government/education discount,,Gaming,APAC,Japan,Fujitsu Japan,GeForce RTX,JPY,253107,Priya Sharma,Standard
SO-2025-HK-00253,2025-11-16,2025-11-16 06:19:00,,50.9,Open,Discount Approval Pending,Approver out of office,,Professional Visualization,APAC,Hong Kong,ASUS Computer HK,Quadro,HKD,558049,Kevin Park,Critical
SO-2025-HK-00254,2025-12-24,2025-12-24 01:30:00,2025-12-24 17:14:00,15.7,Resolved,Regional Price Override Required,Country-specific pricing not configured,Escalated to HQ,Data Center,APAC,Japan,NEC Corporation Japan,Tesla/A100,JPY,641141,Raj Patel,Standard
SO-2025-HK-00255,2025-12-15,2025-12-15 04:34:00,2025-12-15 13:59:00,9.4,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Data Center,APAC,India,Tata Consultancy Services India,HGX,INR,1197079,Thomas Fischer,Standard
SO-2025-HK-00256,2025-12-20,2025-12-20 01:10:00,2025-12-20 17:10:00,16.0,Resolved,Discount Approval Pending,Discount exceeds threshold,Approved by regional manager,Automotive,APAC,Korea,Samsung Electronics Korea,DRIVE,KRW,1256433,Pierre Durand,Standard
SO-2025-HK-00257,2025-10-15,2025-10-15 02:07:00,,27.6,Open,Discount Approval Pending,Non-standard deal structure,,Automotive,APAC,Korea,Samsung Electronics Korea,DRIVE,KRW,1453172,Raj Patel,Standard
SO-2025-HK-00258,2025-12-26,2025-12-26 07:49:00,2025-12-26 20:46:00,13.0,Resolved,Regional Price Override Required,Government/education discount,Standard pricing applied,Gaming,APAC,India,Infosys Technologies,GeForce RTX,INR,35458,Yuki Tanaka,Urgent
SO-2025-US-00259,2025-12-21,2025-12-21 04:30:00,2025-12-21 12:06:00,7.6,Resolved,Missing Price List,Price list version expired,Manual price entry,Automotive,Americas,US West,Stanford University,DRIVE,USD,1285484,Michael Wong,Standard
SO-2025-EU-00260,2025-11-01,2025-11-01 03:42:00,,73.6,Escalated,Customer Master Data Incomplete,New customer not set up in SAP,,Edge AI,EMEA,Netherlands,ASML Netherlands,Jetson,EUR,58594,Emily Zhang,Critical
SO-2025-EU-00261,2025-12-14,2025-12-14 02:04:00,2025-12-14 09:03:00,7.0,Resolved,System Error,SAP pricing condition error,Manual reprocessing,Data Center,EMEA,France,Renault Group,DGX,EUR,538780,Maria Garcia,Critical
SO-2026-US-00262,2026-01-21,2026-01-21 04:48:00,2026-01-21 10:15:00,5.4,Resolved,System Error,SAP pricing condition error,Duplicate removed,Professional Visualization,Americas,US West,Tesla Inc,Quadro,USD,107370,Lisa Anderson,Standard
SO-2025-EU-00263,2025-10-22,2025-10-22 01:21:00,2025-10-22 18:47:00,17.4,Resolved,Missing Price List,New product not in system,Escalated to product management,Data Center,EMEA,Switzerland,CERN Switzerland,DGX,CHF,325782,John Smith,Standard
SO-2025-HK-00264,2025-12-04,2025-12-04 05:15:00,2025-12-04 12:12:00,7.0,Resolved,Currency/FX Mismatch,FX rate expired,Manual override applied,Professional Visualization,APAC,Japan,Fujitsu Japan,Quadro,JPY,132198,John Smith,Standard
SO-2025-EU-00265,2025-11-27,2025-11-27 02:42:00,2025-11-28 06:39:00,28.0,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,Gaming,EMEA,Netherlands,Philips Healthcare,GeForce RTX,EUR,81720,Anna Mueller,Urgent
SO-2025-HK-00266,2025-12-07,2025-12-07 03:49:00,2025-12-07 20:05:00,16.3,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Data Center,APAC,Hong Kong,MSI Computer Hong Kong,DGX,HKD,813181,Yuki Tanaka,Standard
SO-2025-HK-00267,2025-10-05,2025-10-05 02:44:00,,64.8,Open,Missing Price List,Price list version expired,,Gaming,APAC,Australia,Fujitsu Australia,GeForce RTX,AUD,76037,Anna Mueller,Critical
SO-2025-US-00268,2025-12-30,2025-12-30 02:51:00,,66.0,Escalated,Discount Approval Pending,Approver out of office,,Professional Visualization,Americas,US East,Lockheed Martin,Quadro,USD,38211,Yuki Tanaka,Urgent
SO-2025-HK-00269,2025-10-29,2025-10-29 06:02:00,,33.0,Open,Currency/FX Mismatch,Order currency differs from price list,,Professional Visualization,APAC,Korea,LG Electronics Korea,Quadro,KRW,93704,Lisa Anderson,Critical
SO-2025-US-00270,2025-11-22,2025-11-22 02:11:00,2025-11-22 16:59:00,14.8,Resolved,Regional Price Override Required,Government/education discount,Escalated to HQ,Data Center,Americas,Canada,Shopify Canada,Tesla/A100,CAD,768383,Raj Patel,Urgent
SO-2025-HK-00271,2025-10-26,2025-10-26 04:25:00,2025-10-27 11:31:00,31.1,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Data Center,APAC,Singapore,Supermicro Singapore,Tesla/A100,SGD,260271,Thomas Fischer,Critical
SO-2025-EU-00272,2025-11-30,2025-11-30 04:40:00,,26.5,Open,System Error,Duplicate order entry,,Data Center,EMEA,Switzerland,ABB Switzerland,Tesla/A100,CHF,622438,Maria Garcia,Urgent
SO-2025-US-00273,2025-11-23,2025-11-23 02:53:00,2025-11-23 14:07:00,11.2,Resolved,Customer Master Data Incomplete,Missing billing address,Customer contacted for info,Gaming,Americas,Canada,BlackBerry QNX,GeForce RTX,CAD,49974,Michael Wong,Standard
SO-2025-EU-00274,2025-11-14,2025-11-14 00:30:00,2025-11-14 09:41:00,9.2,Resolved,Missing Price List,BU price list not uploaded,Escalated to product management,Data Center,EMEA,Sweden,Volvo Group,DGX,SEK,2586314,Pierre Durand,Standard
SO-2025-EU-00275,2025-10-07,2025-10-07 07:00:00,2025-10-07 14:50:00,7.8,Resolved,Customer Master Data Incomplete,Tax ID not on file,Credit approved,Data Center,EMEA,Sweden,Ericsson Sweden,DGX,SEK,391692,Emily Zhang,Urgent
SO-2025-EU-00276,2025-10-24,2025-10-24 05:35:00,2025-10-25 13:51:00,32.3,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Data Center,EMEA,France,Dassault Systemes France,DGX,EUR,574422,Emily Zhang,Urgent
SO-2025-EU-00277,2025-11-08,2025-11-08 02:51:00,2025-11-09 06:33:00,27.7,Resolved,Discount Approval Pending,Non-standard deal structure,Rejected - repriced,Automotive,EMEA,France,Renault Group,DRIVE,EUR,2563911,Lisa Anderson,Urgent
SO-2026-HK-00278,2026-01-09,2026-01-09 00:34:00,2026-01-09 11:04:00,10.5,Resolved,Customer Master Data Incomplete,Tax ID not on file,Customer data updated,Gaming,APAC,Singapore,Razer Singapore,GeForce RTX,SGD,50950,Robert Johnson,Urgent
SO-2025-US-00279,2025-10-02,2025-10-02 01:27:00,,17.4,Open,Customer Master Data Incomplete,Missing billing address,,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,58427,Emily Zhang,Standard
SO-2025-HK-00280,2025-10-06,2025-10-06 00:36:00,2025-10-06 06:15:00,5.6,Resolved,Customer Master Data Incomplete,Credit check pending,Customer data updated,Data Center,APAC,India,Infosys Technologies,Tesla/A100,INR,734901,Lisa Anderson,Standard
SO-2026-US-00281,2026-01-04,2026-01-04 03:18:00,2026-01-05 02:36:00,23.3,Resolved,Regional Price Override Required,Government/education discount,Escalated to HQ,Automotive,Americas,Brazil,Petrobras Brazil,DRIVE,BRL,2769750,Michael Wong,Urgent
SO-2025-HK-00282,2025-11-20,2025-11-20 04:24:00,,80.0,Escalated,Missing Price List,BU price list not uploaded,,Gaming,APAC,Australia,Data#3 Australia,GeForce RTX,AUD,42329,Priya Sharma,Critical
SO-2025-EU-00283,2025-12-11,2025-12-11 01:46:00,2025-12-11 15:41:00,13.9,Resolved,Discount Approval Pending,Discount exceeds threshold,Rejected - repriced,Professional Visualization,EMEA,Germany,Volkswagen Group,Quadro,EUR,89966,Yuki Tanaka,Critical
SO-2025-US-00284,2025-12-17,2025-12-17 05:31:00,2025-12-18 04:00:00,22.5,Resolved,Discount Approval Pending,Approver out of office,Auto-approved after escalation,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,14332,Kevin Park,Standard
SO-2025-US-00285,2025-12-19,2025-12-19 04:10:00,2025-12-19 07:08:00,3.0,Resolved,System Error,Interface sync failure,Duplicate removed,Professional Visualization,Americas,US West,Meta Platforms Inc,Quadro,USD,123860,Yuki Tanaka,Standard
SO-2025-US-00286,2025-11-24,2025-11-24 02:18:00,2025-11-25 15:22:00,37.1,Resolved,Regional Price Override Required,Government/education discount,Escalated to HQ,Professional Visualization,Americas,US West,Meta Platforms Inc,Quadro,USD,243030,Robert Johnson,Critical
SO-2025-US-00287,2025-10-28,2025-10-28 00:56:00,2025-10-29 12:35:00,35.6,Resolved,Regional Price Override Required,Country-specific pricing not configured,Standard pricing applied,Gaming,Americas,US East,Johns Hopkins University,GeForce RTX,USD,35961,Raj Patel,Standard
SO-2026-EU-00288,2026-01-27,2026-01-27 07:56:00,2026-01-27 12:40:00,4.7,Resolved,Currency/FX Mismatch,FX rate expired,Currency corrected,Data Center,EMEA,Switzerland,CERN Switzerland,Tesla/A100,CHF,338911,Maria Garcia,Standard
SO-2025-HK-00289,2025-10-23,2025-10-23 06:42:00,2025-10-23 20:03:00,13.3,Resolved,Discount Approval Pending,Non-standard deal structure,Auto-approved after escalation,Gaming,APAC,Japan,Dell Technologies Japan,GeForce RTX,JPY,66907,Thomas Fischer,Urgent
SO-2026-EU-00290,2026-01-26,2026-01-26 01:52:00,2026-01-26 09:34:00,7.7,Resolved,Customer Master Data Incomplete,Missing billing address,Customer data updated,Gaming,EMEA,France,Dassault Systemes France,GeForce RTX,EUR,61590,Sarah Kim,Standard
SO-2025-US-00291,2025-10-18,2025-10-18 02:24:00,2025-10-18 06:52:00,4.5,Resolved,Currency/FX Mismatch,Order currency differs from price list,Currency corrected,Data Center,Americas,US West,Tesla Inc,Tesla/A100,USD,233595,Raj Patel,Standard
SO-2025-HK-00292,2025-12-19,2025-12-19 02:47:00,2025-12-19 08:23:00,5.6,Resolved,Missing Price List,Price list version expired,Manual price entry,Data Center,APAC,Japan,NEC Corporation Japan,HGX,JPY,2089397,John Smith,Standard
SO-2025-US-00293,2025-12-12,2025-12-12 06:58:00,2025-12-12 10:01:00,3.0,Resolved,Customer Master Data Incomplete,New customer not set up in SAP,Customer contacted for info,Data Center,Americas,Canada,BlackBerry QNX,DGX,CAD,396186,David Liu,Urgent
SO-2025-EU-00294,2025-10-04,2025-10-04 02:39:00,2025-10-04 09:22:00,6.7,Resolved,System Error,Duplicate order entry,SAP config corrected,Automotive,EMEA,Switzerland,ABB Switzerland,DRIVE,CHF,2228131,Lisa Anderson,Urgent
SO-2025-EU-00295,2025-10-02,2025-10-02 07:49:00,,51.0,Open,Currency/FX Mismatch,Multi-currency order,,Data Center,EMEA,Germany,Mercedes-Benz AG,Tesla/A100,EUR,866511,Priya Sharma,Urgent
SO-2026-HK-00296,2026-01-14,2026-01-14 01:36:00,2026-01-15 05:37:00,28.0,Resolved,Regional Price Override Required,Government/education discount,Standard pricing applied,Professional Visualization,APAC,Taiwan,ASUS Taiwan HQ,Quadro,TWD,72507,Raj Patel,Standard
SO-2025-US-00297,2025-11-24,2025-11-24 05:25:00,2025-11-24 09:15:00,3.8,Resolved,Currency/FX Mismatch,FX rate expired,Currency corrected,Automotive,Americas,Brazil,Petrobras Brazil,DRIVE,BRL,2244560,John Smith,Standard
SO-2025-EU-00298,2025-11-05,2025-11-05 06:53:00,2025-11-05 17:34:00,10.7,Resolved,Missing Price List,New product not in system,Escalated to product management,OEM,EMEA,Sweden,Ericsson Sweden,Quadro,SEK,214601,Michael Wong,Standard
SO-2025-HK-00299,2025-10-21,2025-10-21 07:34:00,,67.0,Escalated,Currency/FX Mismatch,Multi-currency order,,Edge AI,APAC,Hong Kong,MSI Computer Hong Kong,Jetson,HKD,33859,Michael Wong,Critical
SO-2025-US-00300,2025-12-30,2025-12-30 01:45:00,2025-12-30 20:56:00,19.2,Resolved,Discount Approval Pending,Approver out of office,Auto-approved after escalation,OEM,Americas,US West,Stanford University,GeForce RTX,USD,310335,Michael Wong,Urgent
SO-2025-US-00301,2025-12-01,2025-12-01 05:47:00,2025-12-02 09:23:00,27.6,Resolved,Discount Approval Pending,Non-standard deal structure,Auto-approved after escalation,Automotive,Americas,Brazil,Petrobras Brazil,DRIVE,BRL,1057534,Yuki Tanaka,Standard
SO-2025-HK-00302,2025-10-08,2025-10-08 06:58:00,,39.9,Escalated,Currency/FX Mismatch,FX rate expired,,Professional Visualization,APAC,Japan,NEC Corporation Japan,Quadro,JPY,209422,Yuki Tanaka,Standard
SO-2026-HK-00303,2026-01-01,2026-01-01 01:32:00,2026-01-01 14:24:00,12.9,Resolved,Missing Price List,BU price list not uploaded,Price list uploaded by BU team,Data Center,APAC,Japan,NEC Corporation Japan,Tesla/A100,JPY,641097,Michael Wong,Standard
SO-2025-US-00304,2025-10-17,2025-10-17 07:28:00,2025-10-18 04:37:00,21.1,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Gaming,Americas,Brazil,Embraer SA,GeForce RTX,BRL,132034,Sophie Martin,Standard
SO-2026-EU-00305,2026-01-15,2026-01-15 06:40:00,2026-01-16 02:44:00,20.1,Resolved,Expired Quote,Customer delayed PO,Original price honored,Data Center,EMEA,France,Renault Group,DGX,EUR,852250,Emily Zhang,Urgent
SO-2025-EU-00306,2025-11-02,2025-11-02 00:46:00,2025-11-02 08:49:00,8.1,Resolved,Currency/FX Mismatch,Order currency differs from price list,Manual override applied,Automotive,EMEA,UK,BAE Systems UK,DRIVE,GBP,1299128,John Smith,Urgent
SO-2026-US-00307,2026-01-06,2026-01-06 04:07:00,,85.7,Escalated,Customer Master Data Incomplete,Credit check pending,,Data Center,Americas,Canada,BlackBerry QNX,HGX,CAD,1119851,Kevin Park,Critical
SO-2025-US-00308,2025-12-09,2025-12-09 07:56:00,2025-12-10 16:07:00,32.2,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Data Center,Americas,US East,Lockheed Martin,Tesla/A100,USD,349722,Michael Wong,Standard
SO-2026-HK-00309,2026-01-23,2026-01-23 07:39:00,2026-01-23 11:53:00,4.2,Resolved,Discount Approval Pending,Non-standard deal structure,Approved by regional manager,OEM,APAC,Korea,Samsung Electronics Korea,GeForce RTX,KRW,144834,Michael Wong,Urgent
SO-2025-EU-00310,2025-10-01,2025-10-01 01:05:00,,4.9,Open,Regional Price Override Required,Country-specific pricing not configured,,Data Center,EMEA,Germany,Mercedes-Benz AG,HGX,EUR,533540,James Chen,Standard
SO-2025-US-00311,2025-10-23,2025-10-23 04:16:00,2025-10-23 15:49:00,11.5,Resolved,System Error,SAP pricing condition error,Manual reprocessing,Automotive,Americas,US East,Microsoft Azure,DRIVE,USD,796445,Robert Johnson,Standard
SO-2026-US-00312,2026-01-19,2026-01-19 03:19:00,2026-01-19 08:33:00,5.2,Resolved,Customer Master Data Incomplete,Tax ID not on file,Customer contacted for info,Professional Visualization,Americas,Canada,BlackBerry QNX,Quadro,CAD,157837,Sarah Kim,Critical
SO-2025-US-00313,2025-12-19,2025-12-19 05:12:00,2025-12-20 11:46:00,30.6,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Escalated to HQ,Professional Visualization,Americas,US West,Tesla Inc,Quadro,USD,226862,Anna Mueller,Standard
SO-2025-HK-00314,2025-10-21,2025-10-21 01:58:00,2025-10-22 03:30:00,25.5,Resolved,Discount Approval Pending,Discount exceeds threshold,Approved by regional manager,Professional Visualization,APAC,Hong Kong,ASUS Computer HK,Quadro,HKD,74646,Priya Sharma,Standard
SO-2025-HK-00315,2025-12-10,2025-12-10 03:35:00,2025-12-10 10:43:00,7.1,Resolved,Customer Master Data Incomplete,Missing billing address,Customer contacted for info,Data Center,APAC,Korea,LG Electronics Korea,HGX,KRW,788452,Sophie Martin,Standard
SO-2025-HK-00316,2025-11-26,2025-11-26 06:35:00,,20.3,Open,Missing Price List,BU price list not uploaded,,Data Center,APAC,Hong Kong,Lenovo Hong Kong Ltd,DGX,HKD,384990,John Smith,Standard
SO-2025-EU-00317,2025-11-14,2025-11-14 06:11:00,2025-11-14 19:59:00,13.8,Resolved,Missing Price List,BU price list not uploaded,Manual price entry,Gaming,EMEA,Germany,Mercedes-Benz AG,GeForce RTX,EUR,79059,David Liu,Standard
SO-2025-US-00318,2025-10-26,2025-10-26 06:43:00,2025-10-27 00:08:00,17.4,Resolved,Discount Approval Pending,Discount exceeds threshold,Rejected - repriced,Gaming,Americas,US West,Meta Platforms Inc,GeForce RTX,USD,112078,Michael Wong,Standard
SO-2026-EU-00319,2026-01-08,2026-01-08 06:03:00,2026-01-08 11:18:00,5.2,Resolved,System Error,Interface sync failure,Duplicate removed,Edge AI,EMEA,Netherlands,ASML Netherlands,Jetson,EUR,99587,Thomas Fischer,Urgent
SO-2025-US-00320,2025-11-12,2025-11-12 04:08:00,2025-11-12 08:43:00,4.6,Resolved,Missing Price List,New product not in system,Escalated to product management,Automotive,Americas,US East,Johns Hopkins University,DRIVE,USD,1457823,Robert Johnson,Urgent
SO-2025-EU-00321,2025-12-17,2025-12-17 04:19:00,2025-12-17 14:26:00,10.1,Resolved,Discount Approval Pending,Non-standard deal structure,Rejected - repriced,Gaming,EMEA,Netherlands,Philips Healthcare,GeForce RTX,EUR,33645,Kevin Park,Urgent
SO-2025-EU-00322,2025-10-16,2025-10-16 01:00:00,2025-10-17 07:45:00,30.7,Resolved,Discount Approval Pending,Discount exceeds threshold,Rejected - repriced,OEM,EMEA,Switzerland,ABB Switzerland,Quadro,CHF,171941,Pierre Durand,Standard
SO-2026-EU-00323,2026-01-09,2026-01-09 01:51:00,2026-01-10 07:32:00,29.7,Resolved,Regional Price Override Required,Government/education discount,Regional price approved,OEM,EMEA,France,Renault Group,GeForce RTX,EUR,165691,Priya Sharma,Standard
SO-2025-EU-00324,2025-12-11,2025-12-11 02:47:00,2025-12-11 08:41:00,5.9,Resolved,Expired Quote,Quote validity exceeded,New quote with updated pricing,Professional Visualization,EMEA,Switzerland,CERN Switzerland,Quadro,CHF,244465,Priya Sharma,Urgent
SO-2026-HK-00325,2026-01-11,2026-01-11 03:20:00,2026-01-11 07:16:00,3.9,Resolved,Currency/FX Mismatch,Order currency differs from price list,FX rate updated,Gaming,APAC,Japan,Fujitsu Japan,GeForce RTX,JPY,73614,Robert Johnson,Urgent
SO-2025-EU-00326,2025-12-24,2025-12-24 03:46:00,2025-12-24 21:55:00,18.2,Resolved,Regional Price Override Required,Country-specific pricing not configured,Standard pricing applied,Data Center,EMEA,France,Dassault Systemes France,HGX,EUR,515030,Pierre Durand,Critical
SO-2025-HK-00327,2025-11-13,2025-11-13 00:52:00,2025-11-14 09:17:00,32.4,Resolved,Regional Price Override Required,Competitive bid requires special pricing,Standard pricing applied,Data Center,APAC,India,Infosys Technologies,HGX,INR,519950,Pierre Durand,Standard
SO-2026-EU-00328,2026-01-24,2026-01-24 02:24:00,,31.4,Open,Regional Price Override Required,Competitive bid requires special pricing,,Automotive,EMEA,UK,ARM Holdings UK,DRIVE,GBP,1657957,Pierre Durand,Standard
SO-2026-EU-00329,2026-01-06,2026-01-06 03:05:00,2026-01-06 09:04:00,6.0,Resolved,Currency/FX Mismatch,Multi-currency order,FX rate updated,Data Center,EMEA,Netherlands,Philips Healthcare,DGX,EUR,269861,Priya Sharma,Standard
SO-2025-US-00330,2025-10-13,2025-10-13 05:38:00,2025-10-13 07:30:00,1.9,Resolved,Currency/FX Mismatch,FX rate expired,Manual override applied,Gaming,Americas,Brazil,Embraer SA,GeForce RTX,BRL,41671,Thomas Fischer,Standard
SO-2025-HK-00331,2025-10-13,2025-10-13 04:21:00,2025-10-13 21:42:00,17.3,Resolved,Discount Approval Pending,Approver out of office,Rejected - repriced,Gaming,APAC,Singapore,Razer Singapore,GeForce RTX,SGD,78157,Robert Johnson,Urgent
SO-2025-HK-00332,2025-10-16,2025-10-16 03:32:00,2025-10-16 21:35:00,18.0,Resolved,Missing Price List,New product not in system,Price list uploaded by BU team,OEM,APAC,India,Infosys Technologies,Quadro,INR,323194,John Smith,Standard
SO-2025-EU-00333,2025-10-15,2025-10-15 04:03:00,2025-10-15 12:04:00,8.0,Resolved,Missing Price List,BU price list not uploaded,Manual price entry,Professional Visualization,EMEA,Switzerland,ABB Switzerland,Quadro,CHF,181941,Pierre Durand,Standard
SO-2025-HK-00334,2025-12-07,2025-12-07 02:53:00,2025-12-07 03:55:00,1.0,Resolved,Regional Price Override Required,Government/education discount,Regional price approved,Automotive,APAC,Hong Kong,ASUS Computer HK,DRIVE,HKD,991044,Michael Wong,Standard
SO-2026-HK-00335,2026-01-17,2026-01-17 07:32:00,,38.7,Escalated,Regional Price Override Required,Competitive bid requires special pricing,,Gaming,APAC,Taiwan,Gigabyte Technology Taiwan,GeForce RTX,TWD,36790,Anna Mueller,Urgent
SO-2025-HK-00336,2025-10-04,2025-10-04 03:19:00,,39.8,Escalated,Expired Quote,Quote validity exceeded,,Data Center,APAC,Korea,LG Electronics Korea,HGX,KRW,610850,Sophie Martin,Standard
SO-2025-EU-00337,2025-12-18,2025-12-18 04:03:00,2025-12-18 10:08:00,6.1,Resolved,Discount Approval Pending,Discount exceeds threshold,Rejected - repriced,Gaming,EMEA,France,Dassault Systemes France,GeForce RTX,EUR,24915,Pierre Durand,Urgent
SO-2025-HK-00338,2025-11-18,2025-11-18 00:33:00,,54.3,Escalated,Missing Price List,Price list version expired,,Gaming,APAC,Japan,Fujitsu Japan,GeForce RTX,JPY,72493,Raj Patel,Critical
